Sale_ID,Sale_Date,Branch_Name,Car_Brand,Car_Model,Vehicle_Year,Engine_CC,Fuel_Type,Transmission,Mileage_KM,Body_Type,Color,Customer_Gender,Customer_Age,Payment_Method,Insurance_Provider,Base_Price_LKR,Discount_Rate,Final_Sale_Price_LKR,Salesperson_ID,Year,Month
20883,2023-04-29,Galle Car Traders,Toyota,Aqua,2016,2000,Hybrid,Automatic,129350,Sedan,Blue,Male,33,Bank Loan,HNB Assurance,13518526.53,0.035,13050827.02,4,2023,4
20884,2022-09-28,Kandy Motors,Suzuki,Wagon R,2013,1300,Petrol,Manual,97644,Pickup,White,Female,40,Bank Loan,Sri Lanka Insurance,12970325.64,0.074,12011418.29,1,2022,9
20885,2022-12-31,Negombo Auto World,Hyundai,Santa Fe,2012,2000,Diesel,Automatic,108290,Sedan,White,Female,45,Bank Loan,HNB Assurance,4895934.88,0.059,4606561.41,2,2022,12
20886,2022-01-20,Negombo Auto World,Nissan,Navara,2021,2000,Hybrid,Automatic,42874,Pickup,Black,Male,54,Cash,None,4776046.08,0.011,4724037.7,6,2022,1
20887,2023-06-10,Colombo Auto Hub,Hyundai,Tucson,2014,2000,Hybrid,Automatic,12907,Pickup,White,Female,58,Cash,Ceylinco Insurance,7797126.37,0.021,7632818.27,8,2023,6
20888,2023-02-24,Negombo Auto World,Mitsubishi,Pajero,2011,2500,Petrol,Automatic,99791,SUV,Black,Female,41,Leasing,HNB Assurance,11545693.96,0.048,10991508.56,9,2023,2
20889,2022-06-29,Galle Car Traders,Honda,Fit,2022,1000,Hybrid,Automatic,28532,Pickup,Black,Female,30,Leasing,Sri Lanka Insurance,8135750.62,0.053,7707259.51,8,2022,6
20890,2022-05-11,Jaffna Vehicle Center,Mitsubishi,Outlander,2010,2500,Electric,Manual,62877,Hatchback,Red,Male,56,Bank Loan,HNB Assurance,6376299.33,0.031,6178606.44,9,2022,5
20891,2022-05-12,Galle Car Traders,Honda,CR-V,2021,1300,Electric,Manual,39580,Sedan,Silver,Female,37,Leasing,HNB Assurance,2647366.34,0.019,2596686.18,4,2022,5
20892,2022-03-29,Jaffna Vehicle Center,Mitsubishi,Outlander,2016,1800,Hybrid,Manual,90288,Pickup,Blue,Male,42,Leasing,Sri Lanka Insurance,10305460.39,0.018,10119946.4,6,2022,3
20893,2023-03-27,Jaffna Vehicle Center,Suzuki,Wagon R,2018,2500,Electric,Automatic,120306,SUV,Red,Female,53,Bank Loan,None,6753792.57,0.072,6269477.25,5,2023,3
20894,2023-06-04,Colombo Auto Hub,Nissan,Leaf,2015,1500,Hybrid,Manual,28261,Pickup,White,Female,28,Cash,None,3763555.16,0.06,3538337.92,9,2023,6
20895,2022-01-22,Jaffna Vehicle Center,Suzuki,Alto,2015,2000,Electric,Automatic,60597,Pickup,White,Female,29,Leasing,None,11888981.27,0.059,11184460.14,3,2022,1
20896,2023-03-03,Kandy Motors,Honda,Civic,2011,1000,Hybrid,Manual,26642,Pickup,Red,Male,36,Leasing,HNB Assurance,8991748.17,0.038,8653815.62,6,2023,3
20897,2022-06-17,Negombo Auto World,Mitsubishi,Outlander,2011,2000,Hybrid,Manual,8404,Hatchback,Blue,Female,62,Bank Loan,Sri Lanka Insurance,9450060.18,0.069,8793876.41,3,2022,6
20898,2022-10-06,Galle Car Traders,Mitsubishi,Outlander,2019,2000,Diesel,Automatic,40480,Hatchback,Red,Male,35,Cash,Sri Lanka Insurance,11820554.18,0.008,11725859.8,1,2022,10
20899,2022-04-01,Jaffna Vehicle Center,Mitsubishi,Lancer,2019,1500,Diesel,Automatic,114309,Pickup,Blue,Male,54,Cash,Ceylinco Insurance,2908038.02,0.029,2824928.6,4,2022,4
20900,2022-04-06,Colombo Auto Hub,Mitsubishi,Lancer,2020,1800,Electric,Automatic,10299,Hatchback,White,Female,53,Cash,None,4404664.35,0.08,4052931.14,2,2022,4
20901,2022-11-04,Jaffna Vehicle Center,Honda,CR-V,2019,1000,Petrol,Automatic,30514,Pickup,White,Female,56,Leasing,None,8582731.27,0.067,8009202.24,4,2022,11
20902,2022-02-02,Colombo Auto Hub,Mitsubishi,Pajero,2013,1300,Electric,Manual,99592,Hatchback,Black,Male,53,Bank Loan,Sri Lanka Insurance,2988539.3,0.03,2898971.2,1,2022,2
20903,2022-07-21,Negombo Auto World,Toyota,Corolla,2020,1300,Petrol,Automatic,145677,SUV,White,Male,56,Bank Loan,None,10579534.52,0.015,10422627.18,9,2022,7
20904,2022-05-31,Galle Car Traders,Nissan,March,2014,2500,Hybrid,Automatic,115884,Pickup,Blue,Male,64,Bank Loan,HNB Assurance,2697553.57,0.052,2556738.4,6,2022,5
20905,2022-11-14,Kandy Motors,Mitsubishi,Lancer,2016,1300,Petrol,Manual,19567,SUV,Blue,Male,55,Leasing,Ceylinco Insurance,7042519.81,0.065,6582509.71,9,2022,11
20906,2023-04-18,Colombo Auto Hub,Nissan,March,2018,1800,Hybrid,Automatic,84047,Hatchback,Black,Female,54,Cash,Ceylinco Insurance,11040870.57,0.014,10881423.24,5,2023,4
20907,2023-05-21,Kandy Motors,Toyota,Hilux,2015,1000,Electric,Automatic,132449,Hatchback,White,Male,43,Bank Loan,Ceylinco Insurance,3001292.88,0.053,2841119.66,3,2023,5
20908,2023-01-06,Galle Car Traders,Suzuki,Alto,2019,1300,Petrol,Automatic,90036,Pickup,Silver,Male,42,Bank Loan,None,4626139.07,0.039,4446305.42,8,2023,1
20909,2022-04-16,Colombo Auto Hub,Nissan,X-Trail,2019,1300,Petrol,Automatic,125047,Sedan,Silver,Female,34,Cash,Sri Lanka Insurance,3533305.21,0.038,3400235.33,7,2022,4
20910,2022-11-30,Colombo Auto Hub,Hyundai,Santa Fe,2017,2500,Petrol,Automatic,88802,Sedan,Silver,Female,57,Leasing,HNB Assurance,11822978.06,0.02,11587096.92,2,2022,11
20911,2022-10-24,Colombo Auto Hub,Suzuki,Swift,2021,1300,Hybrid,Manual,41180,Sedan,Silver,Female,51,Cash,Sri Lanka Insurance,3877519.67,0.067,3619079.38,3,2022,10
20912,2022-10-13,Kandy Motors,Honda,Civic,2011,1300,Hybrid,Manual,134931,Pickup,Red,Male,49,Bank Loan,None,4550086.02,0.01,4504161.82,8,2022,10
20913,2023-01-13,Jaffna Vehicle Center,Toyota,Prius,2015,1300,Petrol,Automatic,88486,Sedan,White,Female,27,Cash,Sri Lanka Insurance,13584162.68,0.062,12735987.7,5,2023,1
20914,2022-07-22,Jaffna Vehicle Center,Honda,Civic,2010,1000,Electric,Automatic,100684,Sedan,White,Female,56,Cash,Ceylinco Insurance,14561001.96,0.069,13556817.3,8,2022,7
20915,2022-05-09,Colombo Auto Hub,Honda,Civic,2011,1500,Hybrid,Automatic,133339,SUV,Black,Female,48,Cash,Ceylinco Insurance,3623452.41,0.065,3386746.62,4,2022,5
20916,2022-09-09,Galle Car Traders,Nissan,March,2017,1800,Electric,Manual,13762,SUV,Black,Female,33,Cash,None,4893282.75,0.061,4595346.86,7,2022,9
20917,2022-03-26,Galle Car Traders,Honda,Civic,2019,2000,Diesel,Automatic,138901,Sedan,White,Male,29,Bank Loan,HNB Assurance,7940763.61,0.075,7349025.21,7,2022,3
20918,2022-05-14,Jaffna Vehicle Center,Mitsubishi,Pajero,2010,2000,Hybrid,Automatic,58135,Pickup,White,Female,50,Bank Loan,Ceylinco Insurance,11267532.33,0.074,10430189.2,1,2022,5
20919,2023-04-17,Jaffna Vehicle Center,Toyota,Vitz,2018,1800,Petrol,Manual,57665,Pickup,Red,Female,51,Cash,Ceylinco Insurance,7667488.16,0.076,7081940.85,9,2023,4
20920,2022-04-28,Galle Car Traders,Suzuki,Swift,2020,1000,Electric,Automatic,120616,Hatchback,White,Female,59,Leasing,HNB Assurance,12043785.91,0.053,11405699.97,9,2022,4
20921,2023-05-06,Galle Car Traders,Honda,Fit,2014,1800,Hybrid,Manual,67690,Pickup,Black,Male,29,Leasing,Sri Lanka Insurance,12565488.97,0.062,11783039.03,6,2023,5
20922,2022-07-29,Colombo Auto Hub,Mitsubishi,Lancer,2020,1800,Petrol,Manual,30608,SUV,Black,Female,47,Leasing,None,6049089.67,0.067,5641359.64,2,2022,7
20923,2022-07-20,Colombo Auto Hub,Mitsubishi,Lancer,2015,2500,Hybrid,Manual,91120,Sedan,White,Female,34,Bank Loan,Sri Lanka Insurance,4319125.28,0.074,3999094.35,9,2022,7
20924,2022-03-26,Jaffna Vehicle Center,Suzuki,Alto,2018,1000,Electric,Manual,109984,Pickup,Silver,Male,45,Cash,Sri Lanka Insurance,13450152.26,0.028,13073089.26,9,2022,3
20925,2022-05-09,Kandy Motors,Suzuki,Alto,2020,1800,Diesel,Automatic,101598,Hatchback,Black,Male,64,Bank Loan,Sri Lanka Insurance,7197508.07,0.079,6625732.2,6,2022,5
20926,2023-03-15,Kandy Motors,Hyundai,Tucson,2016,1500,Petrol,Manual,93480,Hatchback,Blue,Female,55,Cash,HNB Assurance,13878968.62,0.065,12974035.7,7,2023,3
20927,2023-06-12,Jaffna Vehicle Center,Mitsubishi,Pajero,2019,1300,Hybrid,Automatic,77471,Sedan,White,Male,27,Cash,HNB Assurance,3943055.13,0.041,3780814.89,6,2023,6
20928,2022-04-26,Jaffna Vehicle Center,Honda,CR-V,2020,2000,Electric,Automatic,98366,SUV,Black,Male,30,Leasing,HNB Assurance,14790733.78,0.056,13956400.73,9,2022,4
20929,2022-11-22,Colombo Auto Hub,Mitsubishi,Pajero,2018,1300,Electric,Manual,12678,Hatchback,Black,Male,61,Cash,HNB Assurance,4093827.39,0.06,3847409.51,2,2022,11
20930,2022-10-12,Colombo Auto Hub,Suzuki,Alto,2017,2500,Hybrid,Automatic,103404,SUV,Silver,Male,38,Leasing,Ceylinco Insurance,10046235.17,0.053,9516580.53,9,2022,10
20931,2022-05-08,Kandy Motors,Nissan,Navara,2016,1300,Hybrid,Automatic,82875,SUV,Blue,Male,38,Bank Loan,HNB Assurance,8105842.54,0.048,7717117.18,2,2022,5
20932,2022-12-28,Jaffna Vehicle Center,Mitsubishi,Lancer,2020,2000,Electric,Automatic,110735,SUV,White,Male,57,Leasing,HNB Assurance,14890207.43,0.01,14743736.07,7,2022,12
20933,2023-02-18,Colombo Auto Hub,Hyundai,Tucson,2018,2500,Petrol,Manual,122898,SUV,White,Female,26,Leasing,Sri Lanka Insurance,3815594.09,0.046,3639595.38,2,2023,2
20934,2023-06-24,Galle Car Traders,Toyota,Aqua,2015,1000,Diesel,Automatic,87797,Sedan,Black,Male,28,Bank Loan,None,13440085.73,0.05,12766916.64,2,2023,6
20935,2022-05-15,Jaffna Vehicle Center,Honda,Vezel,2018,2000,Diesel,Automatic,64329,Hatchback,White,Female,34,Bank Loan,HNB Assurance,7251079.76,0.01,7180698.27,1,2022,5
20936,2022-07-27,Galle Car Traders,Honda,Vezel,2020,2000,Electric,Automatic,76899,Hatchback,Silver,Male,30,Bank Loan,Sri Lanka Insurance,3561182.82,0.01,3527321.78,8,2022,7
20937,2022-06-10,Galle Car Traders,Mitsubishi,Outlander,2014,1800,Hybrid,Manual,76995,SUV,Black,Male,34,Leasing,HNB Assurance,4410915.67,0.071,4098270.59,6,2022,6
20938,2022-04-27,Jaffna Vehicle Center,Hyundai,Santa Fe,2022,1500,Electric,Manual,87825,Sedan,Red,Female,62,Bank Loan,Sri Lanka Insurance,3054539.51,0.01,3024849.71,2,2022,4
20939,2023-03-07,Jaffna Vehicle Center,Nissan,Navara,2019,1800,Diesel,Manual,7943,Hatchback,Blue,Male,43,Leasing,Ceylinco Insurance,5366203.92,0.045,5126764.42,6,2023,3
20940,2022-01-31,Colombo Auto Hub,Suzuki,Swift,2011,1000,Hybrid,Manual,90412,Pickup,Black,Male,55,Bank Loan,HNB Assurance,13495047.49,0.055,12748537.37,6,2022,1
20941,2023-01-14,Colombo Auto Hub,Hyundai,Tucson,2012,1300,Petrol,Manual,55430,Hatchback,Red,Female,46,Leasing,Sri Lanka Insurance,10746756.66,0.074,9946271.37,5,2023,1
20942,2022-12-08,Colombo Auto Hub,Suzuki,Wagon R,2017,1300,Diesel,Manual,138028,Hatchback,Black,Female,36,Bank Loan,Sri Lanka Insurance,13995643.73,0.044,13375157.47,6,2022,12
20943,2023-06-17,Galle Car Traders,Hyundai,Elantra,2021,2000,Electric,Manual,145646,Pickup,White,Male,57,Cash,HNB Assurance,4993330.19,0.016,4911267.55,2,2023,6
20944,2022-08-12,Negombo Auto World,Mitsubishi,Outlander,2011,1000,Electric,Manual,64273,Hatchback,Silver,Female,63,Leasing,HNB Assurance,4895737.62,0.001,4889954.87,9,2022,8
20945,2023-02-13,Colombo Auto Hub,Honda,Fit,2022,2500,Petrol,Manual,116553,Pickup,Silver,Female,46,Cash,HNB Assurance,6389128.9,0.054,6041595.52,3,2023,2
20946,2023-03-13,Galle Car Traders,Hyundai,Elantra,2015,1300,Petrol,Automatic,74933,Sedan,Silver,Female,60,Leasing,None,5316473.17,0.003,5300746.81,2,2023,3
20947,2023-04-15,Negombo Auto World,Hyundai,Elantra,2020,1500,Diesel,Manual,112249,Sedan,Black,Male,56,Leasing,HNB Assurance,7828434.84,0.076,7236098.3,6,2023,4
20948,2023-02-05,Colombo Auto Hub,Honda,Fit,2020,2000,Electric,Automatic,133376,Sedan,Black,Male,61,Cash,Sri Lanka Insurance,14299771.43,0.01,14159125.33,6,2023,2
20949,2022-08-15,Colombo Auto Hub,Mitsubishi,Lancer,2014,1500,Diesel,Automatic,145694,Hatchback,Silver,Female,44,Leasing,Sri Lanka Insurance,10842677.78,0.067,10116657.52,1,2022,8
20950,2022-06-09,Galle Car Traders,Honda,Fit,2021,1000,Electric,Manual,126664,Sedan,White,Female,61,Bank Loan,HNB Assurance,14548475.85,0.044,13912840.07,1,2022,6
20951,2023-06-27,Negombo Auto World,Nissan,Navara,2013,1300,Hybrid,Manual,32708,Pickup,Silver,Female,59,Leasing,Ceylinco Insurance,10817103.62,0.06,10167934.47,7,2023,6
20952,2023-03-24,Colombo Auto Hub,Honda,Civic,2012,1800,Diesel,Automatic,30687,Sedan,Silver,Female,55,Leasing,None,4368936.5,0.021,4276597.64,1,2023,3
20953,2022-07-22,Negombo Auto World,Toyota,Prius,2015,1000,Petrol,Manual,35592,Sedan,Black,Male,38,Bank Loan,HNB Assurance,3163384.24,0.032,3062687.05,3,2022,7
20954,2022-12-10,Colombo Auto Hub,Honda,Fit,2021,2000,Hybrid,Automatic,135423,Hatchback,White,Female,32,Cash,Ceylinco Insurance,10880780.56,0.075,10061624.68,3,2022,12
20955,2022-06-09,Galle Car Traders,Nissan,X-Trail,2012,1500,Electric,Automatic,23675,Hatchback,White,Female,26,Leasing,Sri Lanka Insurance,8345072.2,0.033,8068831.16,5,2022,6
20956,2022-07-01,Colombo Auto Hub,Mitsubishi,Outlander,2018,2500,Electric,Manual,11302,Sedan,Red,Male,54,Bank Loan,Ceylinco Insurance,2756890.78,0.028,2679029.29,1,2022,7
20957,2022-10-09,Kandy Motors,Hyundai,Tucson,2011,1300,Hybrid,Automatic,89351,Pickup,Black,Female,52,Leasing,None,5438957.0,0.073,5042940.21,6,2022,10
20958,2022-12-07,Negombo Auto World,Toyota,Corolla,2015,1800,Hybrid,Automatic,3664,SUV,Blue,Female,42,Cash,HNB Assurance,5868594.04,0.046,5600560.68,4,2022,12
20959,2022-10-06,Galle Car Traders,Toyota,Corolla,2013,1300,Hybrid,Manual,78027,SUV,Red,Male,62,Cash,Sri Lanka Insurance,10847691.59,0.068,10109537.71,3,2022,10
20960,2023-05-21,Jaffna Vehicle Center,Mitsubishi,Pajero,2016,1800,Hybrid,Automatic,139179,SUV,Black,Female,48,Bank Loan,None,14189268.42,0.017,13943877.19,4,2023,5
20961,2023-01-29,Galle Car Traders,Mitsubishi,Lancer,2017,1000,Diesel,Automatic,136481,Hatchback,Red,Male,59,Cash,Ceylinco Insurance,3177827.04,0.019,3118369.48,8,2023,1
20962,2022-05-06,Kandy Motors,Nissan,X-Trail,2014,1300,Diesel,Manual,27441,Sedan,Black,Female,44,Cash,None,10326980.42,0.064,9661367.85,7,2022,5
20963,2022-04-20,Kandy Motors,Honda,CR-V,2019,1500,Hybrid,Manual,40377,Hatchback,Silver,Male,47,Leasing,Sri Lanka Insurance,4951774.07,0.01,4902822.4,4,2022,4
20964,2022-02-03,Kandy Motors,Suzuki,Swift,2022,1500,Hybrid,Manual,28475,Hatchback,Red,Female,42,Bank Loan,HNB Assurance,5149001.25,0.077,4752298.96,9,2022,2
20965,2022-02-14,Galle Car Traders,Toyota,Corolla,2013,1800,Petrol,Manual,80538,Pickup,White,Female,46,Bank Loan,None,3445813.09,0.035,3324279.74,8,2022,2
20966,2022-08-31,Galle Car Traders,Honda,Vezel,2019,1800,Diesel,Manual,96439,Hatchback,Blue,Male,45,Bank Loan,Ceylinco Insurance,12880124.66,0.033,12452620.63,8,2022,8
20967,2022-05-31,Galle Car Traders,Mitsubishi,Lancer,2010,1000,Electric,Manual,94081,Sedan,Black,Female,44,Bank Loan,None,2526870.38,0.003,2518915.17,7,2022,5
20968,2022-04-16,Negombo Auto World,Nissan,Leaf,2018,2000,Diesel,Manual,130337,SUV,Blue,Female,61,Bank Loan,Sri Lanka Insurance,14899079.39,0.035,14376400.3,8,2022,4
20969,2022-05-31,Kandy Motors,Honda,Fit,2012,1800,Hybrid,Manual,128957,Pickup,Black,Male,45,Leasing,HNB Assurance,6678114.37,0.016,6568610.86,3,2022,5
20970,2023-06-01,Colombo Auto Hub,Nissan,Leaf,2022,1000,Hybrid,Manual,123530,SUV,Silver,Male,54,Cash,None,5723492.63,0.061,5374615.99,4,2023,6
20971,2022-03-26,Colombo Auto Hub,Nissan,March,2013,1800,Electric,Manual,84279,Pickup,Blue,Female,33,Bank Loan,HNB Assurance,9279139.16,0.074,8592889.86,6,2022,3
20972,2022-04-15,Kandy Motors,Hyundai,Tucson,2020,2500,Petrol,Manual,31809,SUV,White,Female,45,Bank Loan,Ceylinco Insurance,6692360.28,0.048,6374199.5,7,2022,4
20973,2022-07-01,Colombo Auto Hub,Suzuki,Swift,2018,2000,Petrol,Automatic,50099,Hatchback,Red,Female,31,Leasing,HNB Assurance,14612389.48,0.007,14503023.45,1,2022,7
20974,2023-02-20,Colombo Auto Hub,Hyundai,Santa Fe,2010,1800,Hybrid,Automatic,72014,SUV,Blue,Female,40,Cash,Sri Lanka Insurance,4928878.32,0.009,4883134.71,6,2023,2
20975,2023-03-19,Negombo Auto World,Mitsubishi,Lancer,2012,2000,Hybrid,Manual,64068,Sedan,Black,Male,33,Leasing,Sri Lanka Insurance,3714873.49,0.011,3673590.75,4,2023,3
20976,2022-10-25,Galle Car Traders,Hyundai,Santa Fe,2019,2500,Diesel,Manual,17549,Sedan,Red,Male,57,Cash,Sri Lanka Insurance,11872146.21,0.062,11141777.54,1,2022,10
20977,2022-02-18,Colombo Auto Hub,Nissan,X-Trail,2016,2500,Electric,Manual,58121,SUV,Black,Female,32,Leasing,Sri Lanka Insurance,13975218.91,0.061,13117607.73,6,2022,2
20978,2023-02-09,Jaffna Vehicle Center,Suzuki,Alto,2019,1500,Hybrid,Manual,61315,Hatchback,Black,Male,44,Cash,HNB Assurance,5757501.18,0.034,5562972.63,9,2023,2
20979,2023-05-09,Negombo Auto World,Hyundai,Tucson,2020,1800,Hybrid,Automatic,52949,Hatchback,Black,Female,39,Leasing,Sri Lanka Insurance,5562032.73,0.026,5414662.41,6,2023,5
20980,2022-04-07,Negombo Auto World,Mitsubishi,Lancer,2014,1500,Diesel,Manual,103824,Pickup,Blue,Female,30,Bank Loan,Sri Lanka Insurance,3329669.12,0.0,3329165.96,3,2022,4
20981,2023-02-11,Colombo Auto Hub,Toyota,Vitz,2013,1000,Diesel,Automatic,3878,Hatchback,Blue,Female,56,Leasing,Sri Lanka Insurance,7239280.1,0.053,6854037.78,7,2023,2
20982,2022-05-11,Colombo Auto Hub,Toyota,Corolla,2013,2500,Electric,Manual,68175,Pickup,Black,Male,40,Cash,None,8252139.1,0.027,8025492.78,2,2022,5
20983,2022-05-18,Kandy Motors,Suzuki,Wagon R,2014,1300,Electric,Automatic,130950,SUV,White,Male,50,Cash,Sri Lanka Insurance,12069854.53,0.07,11228250.36,6,2022,5
20984,2022-05-15,Kandy Motors,Nissan,X-Trail,2013,1300,Petrol,Manual,126320,Hatchback,Silver,Female,25,Leasing,Sri Lanka Insurance,12904674.37,0.046,12308794.72,7,2022,5
20985,2023-04-28,Colombo Auto Hub,Suzuki,Swift,2016,1300,Petrol,Manual,113495,Sedan,Red,Male,39,Cash,HNB Assurance,7128979.06,0.067,6653559.7,5,2023,4
20986,2022-05-10,Kandy Motors,Mitsubishi,Outlander,2016,2500,Electric,Manual,9465,Sedan,Black,Male,55,Cash,HNB Assurance,10019845.05,0.057,9449852.47,6,2022,5
20987,2023-01-08,Kandy Motors,Nissan,Leaf,2016,2500,Hybrid,Manual,37842,SUV,Red,Male,52,Bank Loan,Sri Lanka Insurance,8442394.61,0.058,7951206.7,4,2023,1
20988,2022-01-17,Jaffna Vehicle Center,Honda,Civic,2022,1300,Petrol,Automatic,138359,Pickup,White,Male,47,Bank Loan,HNB Assurance,14584799.08,0.047,13904790.94,8,2022,1
20989,2023-02-14,Jaffna Vehicle Center,Suzuki,Wagon R,2013,1300,Electric,Manual,83564,SUV,Red,Male,53,Bank Loan,HNB Assurance,3654004.45,0.021,3578511.98,1,2023,2
20990,2022-07-09,Colombo Auto Hub,Hyundai,Santa Fe,2010,2500,Electric,Manual,129914,SUV,Blue,Male,35,Bank Loan,HNB Assurance,12522236.64,0.058,11801782.44,4,2022,7
20991,2022-01-21,Jaffna Vehicle Center,Toyota,Corolla,2019,1500,Hybrid,Manual,19078,Sedan,Red,Male,39,Bank Loan,Ceylinco Insurance,11653189.07,0.032,11278414.7,1,2022,1
20992,2023-05-30,Colombo Auto Hub,Nissan,March,2011,1000,Hybrid,Automatic,63457,SUV,Blue,Male,55,Leasing,Ceylinco Insurance,2763131.72,0.052,2618580.71,8,2023,5
20993,2022-12-28,Jaffna Vehicle Center,Suzuki,Alto,2017,1500,Electric,Automatic,54735,Hatchback,White,Female,50,Bank Loan,None,6422786.55,0.035,6200294.96,4,2022,12
20994,2023-01-26,Jaffna Vehicle Center,Nissan,Navara,2011,1000,Diesel,Automatic,76115,Hatchback,Blue,Female,27,Bank Loan,None,9190492.52,0.038,8840135.23,7,2023,1
20995,2022-06-21,Negombo Auto World,Honda,Civic,2022,2000,Petrol,Manual,103316,Sedan,Silver,Male,42,Cash,Ceylinco Insurance,9587876.29,0.002,9567147.53,8,2022,6
20996,2022-03-06,Negombo Auto World,Toyota,Prius,2011,1800,Electric,Manual,109331,Sedan,Black,Female,25,Bank Loan,Ceylinco Insurance,10654434.86,0.053,10087021.31,3,2022,3
20997,2022-08-24,Jaffna Vehicle Center,Honda,CR-V,2020,1800,Petrol,Automatic,91769,Hatchback,Blue,Female,63,Leasing,HNB Assurance,7666963.56,0.049,7289295.58,4,2022,8
20998,2023-01-31,Jaffna Vehicle Center,Nissan,Navara,2017,1300,Electric,Automatic,112963,Pickup,Silver,Female,38,Bank Loan,None,14132374.69,0.045,13496542.36,8,2023,1
20999,2022-03-23,Kandy Motors,Mitsubishi,Lancer,2017,1800,Petrol,Manual,15727,Sedan,Red,Female,51,Bank Loan,Ceylinco Insurance,10726058.88,0.069,9990788.23,2,2022,3
21000,2023-01-23,Galle Car Traders,Suzuki,Wagon R,2015,1000,Electric,Manual,2690,Pickup,Blue,Female,31,Cash,Ceylinco Insurance,3733999.99,0.042,3576607.6,9,2023,1
21001,2022-12-16,Jaffna Vehicle Center,Nissan,Navara,2010,1500,Hybrid,Manual,75364,Hatchback,Black,Male,26,Cash,HNB Assurance,9830589.64,0.076,9085919.9,3,2022,12
21002,2023-06-10,Jaffna Vehicle Center,Honda,Vezel,2019,2500,Diesel,Automatic,31139,Hatchback,Blue,Male,45,Cash,Sri Lanka Insurance,6785154.22,0.055,6413852.83,8,2023,6
21003,2022-01-01,Colombo Auto Hub,Mitsubishi,Outlander,2018,1800,Hybrid,Manual,72608,Hatchback,Silver,Female,58,Bank Loan,Ceylinco Insurance,8787259.01,0.062,8244128.97,5,2022,1
21004,2022-02-09,Colombo Auto Hub,Honda,Civic,2022,1000,Electric,Automatic,98638,Hatchback,Silver,Female,25,Cash,Ceylinco Insurance,11269893.99,0.054,10660032.74,9,2022,2
21005,2023-04-24,Jaffna Vehicle Center,Suzuki,Alto,2020,1800,Petrol,Manual,79848,SUV,Blue,Female,57,Leasing,HNB Assurance,13800606.99,0.004,13746309.1,9,2023,4
21006,2023-06-02,Kandy Motors,Suzuki,Swift,2014,1500,Electric,Manual,48711,Hatchback,Red,Female,44,Leasing,HNB Assurance,5281027.98,0.074,4888496.75,8,2023,6
21007,2023-02-15,Negombo Auto World,Hyundai,Santa Fe,2016,2000,Hybrid,Manual,133176,Sedan,Black,Male,46,Cash,Sri Lanka Insurance,4090267.2,0.058,3853591.58,7,2023,2
21008,2023-03-20,Jaffna Vehicle Center,Suzuki,Swift,2017,1300,Electric,Manual,22263,Pickup,White,Female,26,Cash,Sri Lanka Insurance,14501388.21,0.027,14107400.23,4,2023,3
21009,2022-08-24,Galle Car Traders,Toyota,Aqua,2011,1000,Electric,Automatic,142753,Pickup,White,Male,64,Leasing,None,10957309.33,0.069,10196770.64,3,2022,8
21010,2022-09-16,Jaffna Vehicle Center,Hyundai,Elantra,2018,1000,Diesel,Manual,129868,SUV,White,Female,46,Leasing,None,8268414.84,0.043,7912900.97,4,2022,9
21011,2022-12-29,Galle Car Traders,Mitsubishi,Lancer,2021,2500,Hybrid,Manual,122130,Sedan,Red,Male,35,Leasing,Sri Lanka Insurance,6497822.24,0.014,6404523.15,8,2022,12
21012,2023-04-13,Galle Car Traders,Nissan,Leaf,2013,2000,Diesel,Automatic,78761,Hatchback,Silver,Female,55,Bank Loan,HNB Assurance,7552733.33,0.014,7444233.3,5,2023,4
21013,2022-05-17,Galle Car Traders,Toyota,Aqua,2014,2500,Electric,Manual,115436,SUV,Red,Male,40,Leasing,None,12468718.18,0.053,11810355.54,1,2022,5
21014,2022-03-19,Kandy Motors,Nissan,Leaf,2015,1000,Electric,Manual,74781,Sedan,Blue,Male,33,Bank Loan,HNB Assurance,7749566.01,0.045,7398753.91,3,2022,3
21015,2022-10-08,Kandy Motors,Suzuki,Wagon R,2010,1500,Hybrid,Automatic,959,Hatchback,Black,Male,44,Bank Loan,None,7848303.63,0.02,7693959.0,5,2022,10
21016,2022-03-14,Kandy Motors,Honda,Fit,2022,1500,Hybrid,Manual,5501,Hatchback,White,Female,51,Leasing,HNB Assurance,12858874.31,0.062,12067415.3,2,2022,3
21017,2022-01-17,Colombo Auto Hub,Mitsubishi,Pajero,2011,2000,Petrol,Manual,56247,Pickup,Red,Male,48,Cash,Sri Lanka Insurance,9619563.23,0.02,9422727.05,5,2022,1
21018,2022-07-14,Galle Car Traders,Honda,Civic,2016,2500,Hybrid,Manual,41630,Sedan,Red,Female,39,Leasing,Sri Lanka Insurance,12963353.1,0.057,12219242.9,3,2022,7
21019,2022-09-25,Jaffna Vehicle Center,Hyundai,Elantra,2016,2000,Petrol,Automatic,120285,Sedan,Blue,Female,49,Bank Loan,HNB Assurance,8036996.65,0.065,7513265.19,2,2022,9
21020,2022-03-19,Colombo Auto Hub,Honda,CR-V,2017,1800,Diesel,Manual,73568,Sedan,Blue,Male,45,Cash,Sri Lanka Insurance,14081495.48,0.055,13305200.02,8,2022,3
21021,2022-11-19,Galle Car Traders,Honda,CR-V,2011,1300,Hybrid,Manual,148634,Hatchback,White,Female,52,Bank Loan,Ceylinco Insurance,11774512.38,0.014,11608954.77,2,2022,11
